61,0.5,1135.4,215.67,830.26,1430.6,211.56,802.04,1203.9,206.01,1052.3,1411.1,211.71,1054.2,1264,371.42,1104.4,1375.9,411.66,1034.5,1349.4,517.46,788.76,1279.7,582.55,834.88,1080.9,431.53,803.59,1132.3,347.42,800.84,1022.6,347.54,822.93
62,0.508,1135.3,215.61,830.37,1430.5,211.55,802,1203.7,205.91,1052.3,1411,211.76,1054.2,1263.8,371.56,1104.2,1376.3,411.34,1034.9,1354.7,518.23,790.7,1284.3,583.3,835.97,1086.5,431.86,803.72,1138,347.87,801.42,1028.2,347.85,822.88
63,0.517,1135.1,215.59,830.46,1430.3,211.54,801.95,1203.5,205.87,1052.2,1410.8,211.79,1054.2,1263.5,371.71,1103.9,1376.8,411,1035.3,1360,518.94,792.71,1288.9,584.03,837.15,1092,432.2,803.88,1143.8,348.34,802.04,1033.8,348.2,822.84
64,0.525,1134.9,215.61,830.51,1430.2,211.52,801.9,1203.2,205.86,1052.1,1410.6,211.83,1054.1,1263.2,371.89,1103.7,1377.2,410.65,1035.7,1365.4,519.59,794.8,1293.6,584.74,838.43,1097.5,432.53,804.05,1149.5,348.84,802.7,1039.3,348.56,822.79
65,0.533,1134.7,215.69,830.51,1430,211.51,801.85,1202.9,205.88,1052,1410.4,211.87,1054.1,1262.9,372.07,1103.4,1377.7,410.29,1036.1,1370.6,520.19,796.97,1298.3,585.44,839.81,1103,432.84,804.25,1155.2,349.33,803.41,1044.9,348.93,822.76
66,0.542,1134.4,215.82,830.46,1429.8,211.51,801.82,1202.6,205.91,1051.8,1410.1,211.91,1054.1,1262.6,372.28,1103.2,1378.1,409.92,1036.7,1375.9,520.74,799.25,1303,586.12,841.31,1108.5,433.13,804.49,1160.9,349.82,804.18,1050.4,349.29,822.75
67,0.55,1134.2,216,830.37,1429.6,211.53,801.81,1202.3,205.94,1051.6,1409.7,211.97,1054.2,1262.2,372.49,1102.9,1378.6,409.52,1037.2,1381.1,521.25,801.66,1307.8,586.79,842.93,1114,433.4,804.78,1166.5,350.28,805.03,1055.8,349.63,822.75
68,0.558,1133.9,216.22,830.24,1429.4,211.56,801.83,1201.9,205.98,1051.4,1409.3,212.04,1054.2,1261.8,372.71,1102.7,1379,409.09,1037.9,1386.2,521.72,804.21,1312.5,587.43,844.66,1119.4,433.66,805.13,1172.1,350.7,805.96,1061.3,349.95,822.79
69,0.567,1133.7,216.47,830.07,1429.3,211.62,801.9,1201.4,206.04,1051.2,1408.7,212.11,1054.3,1261.3,372.93,1102.5,1379.3,408.63,1038.6,1391.3,522.17,806.93,1317.1,588.06,846.5,1124.8,433.91,805.55,1177.5,351.05,806.99,1066.6,350.22,822.85
70,0.575,1133.5,216.73,829.86,1429.1,211.69,802.03,1200.8,206.1,1050.9,1408.1,212.18,1054.5,1260.7,373.14,1102.3,1379.6,408.16,1039.4,1396.2,522.62,809.82,1321.6,588.67,848.44,1130.1,434.14,806.03,1182.8,351.33,808.14,1072,350.46,822.93
71,0.583,1133.4,216.99,829.62,1429.1,211.77,802.22,1200.2,206.19,1050.7,1407.5,212.23,1054.7,1260,373.34,1102.1,1379.9,407.66,1040.4,1401.1,523.08,812.88,1326,589.27,850.48,1135.3,434.37,806.57,1187.9,351.51,809.41,1077.2,350.65,823.03
72,0.592,1133.3,217.25,829.33,1429,211.87,802.48,1199.5,206.31,1050.4,1406.7,212.27,1054.9,1259.3,373.52,1101.9,1380,407.15,1041.4,1405.9,523.55,816.11,1330.3,589.86,852.6,1140.4,434.58,807.16,1192.8,351.6,810.8,1082.3,350.81,823.13
73,0.6,1133.3,217.5,829,1429,211.98,802.8,1198.8,206.46,1050.2,1405.9,212.29,1055.2,1258.6,373.68,1101.8,1380.2,406.63,1042.5,1410.5,524.06,819.49,1334.4,590.45,854.79,1145.3,434.78,807.78,1197.5,351.62,812.29,1087.4,350.94,823.23
74,0.608,1133.3,217.74,828.65,1429.1,212.1,803.18,1198.1,206.65,1049.9,1405.1,212.3,1055.5,1257.7,373.83,1101.7,1380.2,406.1,1043.7,1414.9,524.61,822.98,1338.3,591.06,857.05,1150.1,434.97,808.4,1201.9,351.6,813.83,1092.3,351.05,823.32
75,0.617,1133.3,217.98,828.29,1429.2,212.21,803.62,1197.3,206.87,1049.5,1404.2,212.29,1055.9,1256.8,373.96,1101.5,1380.3,405.57,1045,1419,525.2,826.54,1342,591.67,859.34,1154.7,435.16,809.01,1206.1,351.55,815.37,1097,351.14,823.42
